"Reconocer los componentes combinacionales básicos: decodificadores, codificadores, multiplexores y demultiplexores. Así como sus conexiones, entradas y salidas, directas o inversas.";"Fundamentos de computadores"
"Saber componer decodificadores y multiplexores para formar decodificadores y multiplexores de mayor capacidad.";"Fundamentos de computadores"
"Conocer los biestables básicos, saber plasmar el funcionamiento de los mismos por medio de un cronograma.";"Fundamentos de computadores"
"Conocer la composición y el funcionamiento de un registro realizado a partir de biestables, así como la aplicación en un banco de registros.";"Fundamentos de computadores"
"Saber crear el cronograma de un registro de desplazamiento a partir de unas entradas específicas.";"Fundamentos de computadores"
"Analizar contadores síncronos y asíncronos para generar la cuenta correspondiente. Así como crear contadores asíncronos a partir de las especificaciones de una cuenta objetivo.";"Fundamentos de computadores"
"Analizar y diseñar sistemas secuenciales generando el diagrama de estados, tabla de estados, codificación y la composición de las funciones de excitación y de salida.";"Fundamentos de computadores"
"Conocer las formas de representación más actuales de la información de números enteros, reales y caracteres en el computador, así como realizar las operaciones básicas: suma, resta, producto y divisió";"Fundamentos de computadores"
"Conocer las unidades funcionales del computador y su papel en el lenguaje ensamblador así como la organización de la memoria del mismo.";"Fundamentos de computadores"
"Conocer los componentes básicos de estructuración de los programas en ensamblador: directivas, etiquetas y las instrucciones (incluida la categorización de las instrucciones)";"Fundamentos de computadores"
"Saber organizar los datos en memoria a partir de las correspondientes directivas, respetando los condicionantes de alineación y formato.";"Fundamentos de computadores"
"Realizar la traza de un programa iterativo en ensamblador, demostrando que se conoce el contenido de los registros y memoria en cada momento de la ejecución del mismo.";"Fundamentos de computadores"
"Codificar y decodificar instrucciones en ensamblador.";"Fundamentos de computadores"
"1.1. Conocer los conceptos básicos y propiedades de la lógica proposicional. Conocer las reglas de equivalencia y de inferencia proposicional. ";"Matemática discreta"
"1.1. Conocer los conceptos básicos y propiedades de la lógica proposicional. Determinar la validez y la certeza de una forma proposicional.";"Matemática discreta"
"1.2. Simplificar una fórmula proposicional y comprobar si dos fórmulas proposicionales son equivalentes";"Matemática discreta"
"1.3. Formalizar razonamientos en términos de lógica de enunciados y de lógica de predicados.";"Matemática discreta"
"1.4. Probar la validez formal de un razonamiento utilizando algunos de los siguientes métodos: prueba directa, por inferencia o por reducción al absurdo.";"Matemática discreta"
"1.5. Aplicar el Principio de Inducción para probar propiedades que hacen referencia a los números .";"Matemática discreta"
"2.1. Conocer la notación de teoría de conjuntos, las operaciones que se pueden realizar entre ellos y las propiedades de éstas.";"Matemática discreta"
"2.2. Interpretar los conceptos de correspondencia, función, dominio, rango, así como los de inyectividad, sobreyectividad y biyectividad.";"Matemática discreta"
"2.3. Conocer distintos tipos de relaciones y las propiedades que son susceptibles de verificación (reflexiva, simétrica, antisimétrica y transitiva).";"Matemática discreta"
"2.4.  Probar si una relación dada es de equivalencia y en caso afirmativo calcular su conjunto cociente.";"Matemática discreta"
"2.5. Distinguir entre las relaciones de orden total y parcial, dando ejemplos de cada una de ellas.";"Matemática discreta"
"2.6. Probar si una relación dada es de orden y en caso afirmativo dibujar el diagrama de Hasse.";"Matemática discreta"
"2.7. Conocer y saber calcular los elementos notables de un conjunto dado así como sus conjuntos de cotas.";"Matemática discreta"
"2.8. Utilizar el algoritmo de Euclides y las identidades de Bézout para resolver ecuaciones en congruencias en Zm.";"Matemática discreta"
"3.1. Utilizar la notación y terminología de las álgebras de Boole.";"Matemática discreta"
"3.2. Reconocer cuando una estructura corresponde a un álgebra de Boole o no.";"Matemática discreta"
"3.3. Calcular la forma normal conjuntiva y la forma normal disyuntiva de una determinada forma booleana";"Matemática discreta"
"3.4. Aplicar el método de Quine-McCluskey para simplicar la forma normal disyuntiva de una expresión booleana.";"Matemática discreta"
"4.1. Ejemplificar las reglas básicas de la combinatoria: la regla de la suma, la regla de la multiplicación,  el principio de inclusión-exclusión y el principio del palomar.";"Matemática discreta"
"4.2. Calcular el número de ordenamientos de un conjunto de elementos teniendo en cuenta si el orden de los elementos importa o no, y si se pueden repetir (permutaciones, variaciones y combinaciones).";"Matemática discreta"
"4.3. Calcular el número de ordenamientos posibles a partir de un conjunto elementos en los que algunos de ellos aparecen repetidos (permutaciones con repetición y combinaciones con repetición).";"Matemática discreta"
"5.1. Enunciar la terminología básica de Teoría de Grafos para grafos dirigidos y no dirigidos y saber identificar algunos tipos concretos de grafos (bipartidos, completos,...).";"Matemática discreta"
"5.2. A partir del concepto de accesibilidad, realizar búsquedas en anchura y en profundidad en un grafo (BFS y DFS)";"Matemática discreta"
"5.3. Definir el concepto de conectividad y deducir las componentes conexas de un grafo.";"Matemática discreta"
"5.4. Explicar el problema de los caminos más cortos y algunos de los algoritmos que permiten su resolución.";"Matemática discreta"
"5.5. Aplicar el algoritmo de Kruskal para hallar árboles generadores de máximo y mínimo coste.";"Matemática discreta"
"5.6. Determinar si un grafo es euleriano o no a partir del algoritmo de Hierholzer.";"Matemática discreta"
"5.7. Definir el problema de maximizar el flujo en una red y calcularlo en casos sencillos.";"Matemática discreta"
"5.8. Enunciar problemas de la vida real en términos de modelos de la Teoría de Grafos pudiendo ser capaces de hallar su solución mediante algunos de los algoritmos citados anteriormente.";"Matemática discreta"
"Investigar el código fuente de la práctica";"Introducción a la programación de videojuegos"
"Distinguir entre diferentes aplicaciones de conocimientos básicos";"Introducción a la programación de videojuegos"
"Jutificar solución a problemas típicos";"Introducción a la programación de videojuegos"
"Defender y mostrar el trabajo realizado";"Introducción a la programación de videojuegos"
"Argumentar soluciones propuestas a problemas concretos";"Introducción a la programación de videojuegos"
"Generar soluciones prácticas alternativa ";"Introducción a la programación de videojuegos"
"Justificar soluciones a problemas concretos";"Introducción a la programación de videojuegos"
"Modificar el código fuente de la práctica para cumplir con los objetivos pactados";"Introducción a la programación de videojuegos"
"Resolver en equipo los objetivos de desarrollo pactados";"Introducción a la programación de videojuegos"
"Documentarse en inglés";"Introducción a la programación de videojuegos"
"UD 1.1 Saber qué es una base de datos (BD), un sistema de gestión de bases de datos (SGBD) y un sistema de información.";"Bases de datos y sistemas de información"
"UD 1.2 Conocer los operadores básicos del Álgebra Relacional.";"Bases de datos y sistemas de información"
"UD 1.2 Interpretar expresiones sencillas en Álgebra Relacional.";"Bases de datos y sistemas de información"
"UD 1.2 Saber qué es una tupla y qué es una relación en el Modelo Relacional de Datos (MRD).";"Bases de datos y sistemas de información"
"UD 1.2 Distinguir el valor nulo del resto de valores. Conocer la lógica trivaluada.";"Bases de datos y sistemas de información"
"UD 1.2 Saber qué es una restricción de integridad y los tipos fundamentales que hay en el MRD: Clave Primaria, Clave Ajena (con directrices de restauración), Unicidad, Valor No Nulo.";"Bases de datos y sistemas de información"
"UD 1.3 Interpretar un esquema de base de datos para comprender qué información almacena, sobre qué objetos y qué relaciones existen entre ellos.";"Bases de datos y sistemas de información"
"UD 2.1 Conocer la sintaxis de las instrucciones de consulta y actualización de bases de datos en SQL (select, insert, delete, update).";"Bases de datos y sistemas de información"
"UD 2.2 Resolver consultas a una base de datos relacional usando el SQL (select)";"Bases de datos y sistemas de información"
"UD 2.2 Resolver operaciones de actualización sobre una base de datos relacional usando el SQL (insert, delete, update)";"Bases de datos y sistemas de información"
"UD 2.3 Conocer la sintaxis de las instrucciones de definición de relaciones, vistas y permisos de SQL (create, alter, drop, grant).";"Bases de datos y sistemas de información"
"UD 2.3 Definir una base de datos usando el DDL del SQL";"Bases de datos y sistemas de información"
"UD 3.2 Diseñar el esquema conceptual de un SI usando el diagrama de clases del UML";"Bases de datos y sistemas de información"
"UD 3.3 Traducir un esquema conceptual representado con el diagrama de clases del UML a un esquema relacional";"Bases de datos y sistemas de información"
"UD 4 Conocer la arquitectura ANSI/SPARC para los SGBD";"Bases de datos y sistemas de información"
"UD 4 Conocer los objetivos, funciones y componentes de un SGBD";"Bases de datos y sistemas de información"
"UD 4 Saber qué es la independencia de datos.";"Bases de datos y sistemas de información"
"UD 4 Saber qué es una transacción y cuáles con las propiedades que debe cumplir un sistema para un correcto procesamiento de las transacciones (entorno ACID).";"Bases de datos y sistemas de información"
"UD 4 Conocer las herramientas básicas para la recuperación de una base de datos.";"Bases de datos y sistemas de información"
"UD 4 Conocer las ideas básicas de cómo se reconstruye una base de datos.";"Bases de datos y sistemas de información"
"UD 4 Conocer las ideas básicas para preservar la seguridad en una base de datos.";"Bases de datos y sistemas de información"
"Identificar los principios y aplicaciones de  la ingeniería del software automática [1.1]";"Métodos formales industriales"
"Distinguir los siguientes procesos formales: análisis y verificación,síntesis y derivación, validación y depuración, transformación, optimización y certificación automática [2.1]";"Métodos formales industriales"
"Apreciar el papel de los métodos formales en los estándares de seguridad [2.2]";"Métodos formales industriales"
"Utilizar un lenguaje de especificación de altas prestaciones: Maude [3.1]";"Métodos formales industriales"
"Contrastar los lenguajes de especificación JML y OCL [3.2]";"Métodos formales industriales"
"Comprobar el papel de las aserciones y las pruebas en el desarrollode técnicas ágiles de análisis, validación y verificación automática [3.3]";"Métodos formales industriales"
"Fundamentar los principios de las lógicas computacionales y, en particular, el papel de la lógica temporal en las herramientas demodel checking [4.1]";"Métodos formales industriales"
"Describir sistemas concurrentes usando técnicas de modelado y especificación [4.2]";"Métodos formales industriales"
"Verificar propiedades de seguridad usando técnicas de alcanzabilidad y de model-checking [4.3]";"Métodos formales industriales"
"Contrastar diversas herramientas industriales de verificación formal [4.4]";"Métodos formales industriales"
"Aplicar conocimientos sobre la teoría de conjuntos a l caso particular de los lenguajes formales";"Teoría de autómatas y lenguajes formales"
"Ejemplificar mediante representantes lenguajes descritos formalmente";"Teoría de autómatas y lenguajes formales"
"Describir formalmente lenguajes definidos informalmente";"Teoría de autómatas y lenguajes formales"
"Demostración de algunas propiedades elementales de operaciones entre lenguajes formales";"Teoría de autómatas y lenguajes formales"
"Conocer los objetivos que se pueden conseguir mediante la utilización de protocolos criptográficos";"Criptografía"
"Enumerar las características de las principales aproximaciones de las técnicas de criptoanálisis";"Criptografía"
"Expresar las características fundamentales del cifrado mediante criptografía de clave simétrica y asimétrica.";"Criptografía"
"Recordar y/o resumir protocolos básicos de cifrado y firma electrónica mediante técnicas de cifrado simétrico y asimétrico.";"Criptografía"
"Describir la relación de la aritmética modular y los procesos criptográficos";"Criptografía"
"Describir las características principales de las técnicas clásicas al cifrado de la información.";"Criptografía"
"Construir programas para el criptoanálisis de mensajes cifrados mediante técnicas de la criptografía clásica.";"Criptografía"
"Señalar las características principales del cifrado en flujo.";"Criptografía"
"Explicar las características deseables que las secuencias pseudoaleatorias deben poseer para ser útiles en procesos criptográficos. ";"Criptografía"
"Calcular los índices relacionados con las características deseables de las secuencias pseudoaleatorias útiles en criptografía.";"Criptografía"
"Enumerar las diferencias entre las aproximaciones síncrona y autosíncrona para el diseño de sistemas de cifrado en flujo.";"Criptografía"
"Describir las características de las aproximaciones más importantes para el diseño de generadores pseudoaleatorios de secuencias codificantes.";"Criptografía"
"Diseñar un algoritmo que simule el comportamiento de un generador de secuencia pseudoaleatoria utilizado en telefonía móvil.";"Criptografía"
"Conocer la jerarquía de almacenamiento y la estrategia de trasferencia de datos en un sistema de gestión de bases de datos (SGBD).";"Tecnología de bases de datos"
"Diseñar transacciones y ejemplificar su ejecución en un SGBD.";"Tecnología de bases de datos"
"Definir restricciones de integridad y ejemplificar su comprobación durante el procesamiento de transacciones.";"Tecnología de bases de datos"
"Identificar las anomalías más frecuentes durante el procesamiento concurrente de transacciones en un SGBD.";"Tecnología de bases de datos"
"Conocer los conceptos básicos para el estudio de la concurrencia en el procesamiento de transacciones en un SGBD.";"Tecnología de bases de datos"
"Conocer los protocolos más frecuentes para el control de la concurrencia en un SGBD";"Tecnología de bases de datos"
"Ejemplificar la ejecución concurrente de transacciones en distintos protocolos de control de la concurrencia en un SGBD.";"Tecnología de bases de datos"
"Conocer los niveles de aislamiento, en la ejecución concurrente de transacciones, contemplados en SQL.";"Tecnología de bases de datos"
"Comprobar las consecuencias del uso de un nivel de aislamiento en el control de la concurrencia.";"Tecnología de bases de datos"
"Conocer las distintas políticas de actualización de la base de datos en disco, en un SGBD.";"Tecnología de bases de datos"
"Ejemplificar la necesidad de las tareas de recuperación en un SGBD.";"Tecnología de bases de datos"
"Describir el contenido de un fichero de diario en un SGBD.";"Tecnología de bases de datos"
"Describir el algoritmo de gestión de un fichero de diario en un SGBD.";"Tecnología de bases de datos"
"Distinguir el algoritmo de recuperación adecuado para cada política de actualización de la BD, en los SGBD.";"Tecnología de bases de datos"
"Ejemplificar las tareas de recuperación realizadas por el SGBD, en distintas situaciones y en distintas estrategias de actualización de la BD.";"Tecnología de bases de datos"
"Identificar y ejemplificar  la necesidad del concepto de checkpoint en un SGBD, y su uso durante la recuperación de la BD.";"Tecnología de bases de datos"
"Conocer los mecanismos para el control de la seguridad (privacidad) en los SGBD.";"Tecnología de bases de datos"
"Distinguir las alternativas de implementación (almacenamiento) de una base de datos relacional.";"Tecnología de bases de datos"
"Conocer las organizaciones de índices utilizadas en bases de datos.";"Tecnología de bases de datos"
"Aplicar criterios de implementación de bases de datos relacionales en distintos casos..";"Tecnología de bases de datos"
"Analizar el coste de las operaciones de acceso a bases de datos en distintas implementaciones.";"Tecnología de bases de datos"
"Conocer las estrategias de optimización de consultas en los SGBD.";"Tecnología de bases de datos"
"Analizar un SGBD particular: protocolo de control de la concurrencia, alternativas de implementación, optimizador de consultas, control de la seguridad.";"Tecnología de bases de datos"
"Probar el rendimiento de una base de datos para distintas implementaciones en un SGBD particular.";"Tecnología de bases de datos"
"Integrar un sistema de bases de datos con otros sistemas informáticos.";"Tecnología de bases de datos"
"Conocer la jerarquía de almacenamiento y la estrategia de trasferencia de datos  en un SGBD.";"Diseño y gestión de bases de datos"
"Diseñar transacciones y ejemplificar su ejecución en un SGBD.  ";"Diseño y gestión de bases de datos"
"Definir restricciones de integridad y ejemplificar su comprobación durante el procesamiento de transacciones en un SGBD.  ";"Diseño y gestión de bases de datos"
"Identificar las anomalías más frecuentes durante el procesamiento concurrente  de transacciones.";"Diseño y gestión de bases de datos"
"Conocer los conceptos básicos para el estudio de la concurrencia en el procesamiento de transacciones en un SGBD.";"Diseño y gestión de bases de datos"
"Conocer los protocolos más frecuentes para el control de la concurrencia en un  SGBD.";"Diseño y gestión de bases de datos"
"Ejemplificar la ejecución concurrente de transacciones en distintos protocolos de control de la concurrencia.";"Diseño y gestión de bases de datos"
"Conocer los niveles de aislamiento, en la ejecución concurrente de transacciones propuestos en SQL.  ";"Diseño y gestión de bases de datos"
"Comprobar las consecuencias del uso de un nivel de aislamiento en el control de  la concurrencia.";"Diseño y gestión de bases de datos"
"Diseñar autómatas finitos a partir de una descripción (formal o no) de un lenguaje";"Teoría de autómatas y lenguajes formales"
"Determinar la pertenencia de un elemento a un lenguaje a partir de la descripción no determinista del lenguaje.";"Teoría de autómatas y lenguajes formales"
"Relacionar diferentes modelos de autómatas finitos. Construcción de modelos deterministas a partir de modelos no deterministas.";"Teoría de autómatas y lenguajes formales"
"Utilización de los autómatas finitos para la construcción de soluciones eficientes al problema de Pattern Matching. Autómata diccionario.";"Teoría de autómatas y lenguajes formales"
"Identificar los límites de un sistema de representación.";"Teoría de autómatas y lenguajes formales"
"Determinar  la potencia de cálculo de los autómatas finitos.";"Teoría de autómatas y lenguajes formales"
"Combinación de modelos finitos para la obtención de modelos más complejos. ";"Teoría de autómatas y lenguajes formales"
"Construcción de autómatas para las operaciones: booleanas, racionales, etc.";"Teoría de autómatas y lenguajes formales"
"Determinar las propiedades de clausura de un modelo algebraico.";"Teoría de autómatas y lenguajes formales"
"Construir modelos mínimos equivalentes a uno dado. ";"Teoría de autómatas y lenguajes formales"
"Manejar expresiones regulares.";"Teoría de autómatas y lenguajes formales"
"CONOCER lo que es el diseño de software, las técnicas y el proceso que se lleva a cabo para producir software de calidad a partir de los requisitos.";"Diseño de software"
"Determinar la pertenencia de un elemento a un lenguaje representado mediante una expresión regular.";"Teoría de autómatas y lenguajes formales"
"Construir autómatas para lenguajes descritos mediante expresiones regulares.";"Teoría de autómatas y lenguajes formales"
"Expresar mediante expresiones regulares el lenguaje representado mediante un autómata finito.";"Teoría de autómatas y lenguajes formales"
"Conocer el concepto de gramática. ";"Teoría de autómatas y lenguajes formales"
"Discriminar de forma jerarquica los diferentes tipos de gramáticas.";"Teoría de autómatas y lenguajes formales"
"Diseñar gramáticas para algunos lenguajes sencillos (regulares o no).";"Teoría de autómatas y lenguajes formales"
"Identificar la capacidad de representación de cada uno de los tipos de gramáticas.";"Teoría de autómatas y lenguajes formales"
"Relacionar las gramáticas de tipo 3 con los autómtas finitos.";"Teoría de autómatas y lenguajes formales"
"Conocer los principales parámetros de especificación del sistema de memoria de un computador, las tendencias tecnológicas de los dispositivos de memorias.";"Estructura de computadores"
"Configurar (organizar, seleccionar y direccionar) el sistema de memoria principal de un sistema computador y saber acceder al mismo desde el software";"Estructura de computadores"
"Interpretar las hojas de características de los chips y módulos de memoria comerciales y deducir las principales características temporales y organizativas de los mismos.";"Estructura de computadores"
"Conocer y explicar la necesidad de empleo de una jerarquía de memoria, sus principios básicos de funcionamiento y las consecuencias que se derivan de su aplicación";"Estructura de computadores"
"Saber aplicar las distintas políticas de correspondencia entre bloques de memoria principal y de memoria cache y calcular los índices de prestaciones para las opciones más comunes ";"Estructura de computadores"
"Explicar cómo los parámetros de configuración de la cache influyen en las prestaciones del sistema de memoria y saber distinguir y comparar distintas configuraciones";"Estructura de computadores"
"Conocer y explicar el proceso de traducción de páginas efectuado por el mecanismo de memoria virtual y las consecuencias que se derivan de su aplicación";"Estructura de computadores"
"Razonar y argumentar por escrito las ventajas e inconvenientes de las distintas configuraciones de memoria y sus modos de aplicación";"Estructura de computadores"
"Identificar la correspondencia entre los tipos de datos numéricos de alto nivel (p.e., Java y C  ) y los tipos nativos del procesador";"Estructura de computadores"
"Traducir a ensamblador expresiones aritméticas (cálculos y guardas) expresadas en alto nivel. Relacionar las técnicas de manipulación de bits con diferentes operaciones de alto nivel ";"Estructura de computadores"
"Explicar cómo los circuitos aritméticos proporcionan la funcionalidad para la que son construidos";"Estructura de computadores"
"Distinguir entre operadores combinacionales y secuenciales. Calcular los tiempos de respuesta y la productividad en casos sencillos a partir de los retardos de los componentes";"Estructura de computadores"
"Comparar distintas configuraciones de circuitos aritmético-lógicos";"Estructura de computadores"
"Explicar la influencia del juego de instrucciones en el diseño y organización del procesador. Interpretar  las características del procesador en relación con su juego de instrucciones.";"Estructura de computadores"
"Interpretar y construir sencillos programas en ensamblador haciendo uso del conjunto de instrucciones ofrecidos por el procesador";"Estructura de computadores"
"Identificar los pasos básicos en la ejecución de una instrucción y determinar los componentes del procesador y la interconexión necesaria entre ellos para ejecutar un juego de instrucciones básico";"Estructura de computadores"
"Distinguir las acciones de control necesarias para posibilitar la ejecución de una instrucción en una ruta de datos";"Estructura de computadores"
"Conocer y explicar el concepto de segmentación y su aplicación a la ejecución de las instrucciones. Describir su implicación en el diseño del procesador y los requerimientos del hardware y software.";"Estructura de computadores"
"Identificar los riesgos que aparecen debidos a la segmentación de las instrucciones así como las soluciones básicas a los mismos.";"Estructura de computadores"
"Calcular e interpretar los principales índices de prestaciones de los procesadores y hacer uso de ellos para comparar la eficacia de distintas soluciones de diseño";"Estructura de computadores"
"Razonar y argumentar por escrito las ventajas e inconvenientes de distintas organizaciones y técnicas arquitectónicas empleadas en el diseño de los procesadores";"Estructura de computadores"
"Localizar información técnica y aprender de manera autónoma acerca de las tecnologías, características y usos de los procesadores actuales ";"Estructura de computadores"
"Conocer los elementos básicos de una interfaz de periférico y su conexión al bus del sistema. Conocer y explicar los diferentes mecanismos de direccionamiento de interfaces de periféricos";"Estructura de computadores"
"Analizar sistemas sencillos de selección de interfaces, identificando el mapa de direccionamiento en que se ubica.";"Estructura de computadores"
"Construir programas en ensamblador que gestionen  interfaces de periférico sencillas";"Estructura de computadores"
"Conocer y explicar la necesidad de la sincronización de los periféricos  y estudiar los distintos mecanismos de sincronización de la E/S";"Estructura de computadores"
"Construir programas que se sincronicen con los periféricos mediante consulta de estado o como respuesta a interrupciones";"Estructura de computadores"
"Conocer el sistema de excepciones del MIPS R2000 así como los registros de configuración implicados. Explicar la relación entre los mecanismos de excepciones y las llamadas a funciones del SO";"Estructura de computadores"
"Construir fragmentos del manejador de excepciones del MIPS  R2000";"Estructura de computadores"
"Conocer los requerimientos para las transferencias de datos en las operaciones de E/S y explicar y distinguir los distintos mecanismos de trasferencia existentes.";"Estructura de computadores"
"Manejar las transferencias de datos mediante mecanismos de acceso directo a memoria";"Estructura de computadores"
"Razonar y argumentar por escrito las ventajas e inconvenientes de distintas técnicas se selección, sincronización y transferencia de E/S";"Estructura de computadores"
"Conocer las características tecnológicas básicas de algunos periféricos comunes (discos, monitores, impresoras, etc.), así como sus principales índices de prestaciones";"Estructura de computadores"
"Conocer y explicar los aspectos fundamentales del funcionamiento de los buses. Distinguir las diferentes tecnologías y tipos de buses";"Estructura de computadores"
"Calcular el retardo y ancho de banda de las transferencias de datos entre diversos periféricos y el sistema y seleccionar los buses apropiados";"Estructura de computadores"
"Localizar información técnica y aprender de manera autónoma acerca de las tecnologías, características y usos de los periféricos actuales ";"Estructura de computadores"
"Construir sencillos programas en ensamblador que hagan uso de operaciones aritméticas tanto de enteros como de coma flotante para resolución de problemas sencillos";"Estructura de computadores"
"Distinguir los diferentes factores que intervienen en el diseño de los sistemas informáticos.";"Diseño, configuración y evaluación de los sistemas informáticos"
"Conocer los conceptos básicos relacionados con la evaluación del rendimiento y del coste de los sistemas informáticos.";"Diseño, configuración y evaluación de los sistemas informáticos"
"Utilizar diferentes leyes generales para la predicción del rendimiento de los sistemas informáticos en distintos ámbitos.";"Diseño, configuración y evaluación de los sistemas informáticos"
"Estimar parámetros de los sistemas informáticos relacionados con la confiabilidad.";"Diseño, configuración y evaluación de los sistemas informáticos"
"Distinguir los conceptos elementales sobre los residuos generados por los sistemas informáticos y su impacto medioambiental.";"Diseño, configuración y evaluación de los sistemas informáticos"
"Describir la arquitectura de un sistema de cifrado en bloque.";"Criptografía"
"Explicar los modos de operación de un sistema de cifrado en bloque.";"Criptografía"
"Recordar las estrategias de criptoanálisis de un sistema de cifrado en bloques.";"Criptografía"
"Conocer los resultados fundamentales de la teoría de números que posibilitan el diseño de sistemas de cifrado de clave pública.";"Criptografía"
"Explicar los algoritmos eficientes para la implementación de operaciones de aritmética modular interesantes para la implementación de sistemas de cifrado de clave pública.";"Criptografía"
"Aplicar resultados de la teoría de números para la resolución de problemas numéricos relacionados con sistemas de cifrado de clave pública.";"Criptografía"
"Describir distintos métodos de cifrado de clave pública, así como los resultados de la teoría de números que los justifican.";"Criptografía"
"Construir un sistemas de cifrado de clave pública.";"Criptografía"
"Describir las características de una función unidireccional y explicar las circunstancias en las que estas son de utilidad para el diseño de sistemas de cifrado de clave pública.";"Criptografía"
"Evaluar las características de un sistema o software informático relacionado con algún protocolo informático. ";"Criptografía"
"SINTETIZAR las guías y principios básicos del diseño de software.";"Diseño de software"
"EXPLICAR los conceptos básicos necesarios para llevar a cabo un diseño de calidad.";"Diseño de software"
"CONOCER qué es la arquitectura del software y cómo los patrones arquitectónicos ayudan a organizar la estructura global del sistema.";"Diseño de software"
"Conocer, aplicar y contrastar técnicas de inteligencia artificial para la representación del conocimiento, procesos de razonamiento y búsqueda de soluciones, en diferentes áreas de aplicación. ";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"Diseñar sistemas para la resolución de problemas en el área, conociendo, utilizando y practicando sobre apropiadas herramientas de desarrollo.";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"Identificar y evaluar la complejidad de problemas-tipo del área y las métricas apropiadas para la evaluación de soluciones.";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"Proponer diseños y ampliaciones alternativas a problemas propuestos, motivando la búsqueda proactiva de información. Contrastar e interpretar resultados obtenidos para cada alternativa.";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"Aplicar técnicas metaheurísticas para la obtención de soluciones, diseñando soluciones a problemas-tipo. Contrastar diversas alternativas de diseño.";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"Presentar los resultados obtenidos en los diseños de sistemas, implementaciones y evaluaciones realizadas de una forma clara y comprensible.";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"Sintetizar las características fundamentales de los problemas del área y relacionar las capacidades de las técnicas de inteligencia artificial aplicables. Evaluar la aplicabilidad de cada técnica.";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"Conocer las características básicas de diversas técnicas de inteligencia artificial, relacionar su utilidad para la resolución de problemas-tipo, criterios de diseño y metodolgia de desarrollo.";"Técnicas, entornos y aplicaciones de inteligencia artificial"
"DISTINGUIR los patrones arquitectónicos existentes más relevantes y aplicados en el diseño de aplicaciones.";"Diseño de software"
"UTILIZAR los patrones arquitectónicos en la etapa de diseño de software.";"Diseño de software"
"ARGUMENTAR la necesidad de los patrones de diseño como mecanismo de documentación y transferencia de conocimiento de diseño";"Diseño de software"
"ENUMERAR los patrones de diseño más conocidos y aplicados.";"Diseño de software"
"IDENTIFICAR el patrón de diseño que proporciona una solución de diseño a un problema determinado en un contexto específico.";"Diseño de software"
"EMPLEAR un patrón de diseño o conjunto de patrones para diseñar soluciones software de calidad.";"Diseño de software"
